source_chunk,response_index,port_call_id,port_code,vessel_type_code
port_calls__20250101T000000Z__20250102T000000Z.json,1,3172625,FIHKO,40
port_calls__20250101T000000Z__20250102T000000Z.json,2,3180111,FIHEL,20
port_calls__20250101T000000Z__20250102T000000Z.json,3,3184193,FIHEL,20
port_calls__20250101T000000Z__20250102T000000Z.json,4,3185045,FILAN,20
port_calls__20250101T000000Z__20250102T000000Z.json,5,3185092,FINLI,20
port_calls__20250101T000000Z__20250102T000000Z.json,6,3185116,FILAN,20
port_calls__20250101T000000Z__20250102T000000Z.json,7,3187906,FILAN,20
port_calls__20250101T000000Z__20250102T000000Z.json,8,3187912,FILAN,20
port_calls__20250101T000000Z__20250102T000000Z.json,9,3187951,FILAN,20
port_calls__20250101T000000Z__20250102T000000Z.json,10,3187953,FITKU,20
port_calls__20250101T000000Z__20250102T000000Z.json,11,3187968,FILAN,20
port_calls__20250101T000000Z__20250102T000000Z.json,12,3188215,FIMHQ,20
port_calls__20250101T000000Z__20250102T000000Z.json,13,3188223,FIMHQ,20
port_calls__20250101T000000Z__20250102T000000Z.json,14,3188230,FIMHQ,20
port_calls__20250101T000000Z__20250102T000000Z.json,15,3188240,FIMHQ,10
port_calls__20250101T000000Z__20250102T000000Z.json,16,3188251,FIMHQ,20
port_calls__20250101T000000Z__20250102T000000Z.json,17,3189402,FIHEL,20
port_calls__20250101T000000Z__20250102T000000Z.json,18,3189467,FIHEL,20
port_calls__20250101T000000Z__20250102T000000Z.json,19,3190770,FITKU,20
port_calls__20250101T000000Z__20250102T000000Z.json,20,3190921,FITKU,20
port_calls__20250101T000000Z__20250102T000000Z.json,21,3192081,FIMHQ,20
port_calls__20250101T000000Z__20250102T000000Z.json,22,3192085,FIHEL,20
port_calls__20250101T000000Z__20250102T000000Z.json,23,3192103,FIHEL,20
port_calls__20250101T000000Z__20250102T000000Z.json,24,3192105,FIMHQ,20
port_calls__20250101T000000Z__20250102T000000Z.json,25,3192112,FIHEL,20
port_calls__20250101T000000Z__20250102T000000Z.json,26,3192135,FIHEL,20
port_calls__20250101T000000Z__20250102T000000Z.json,27,3192138,FIHEL,20
port_calls__20250101T000000Z__20250102T000000Z.json,28,3192170,FIHEL,20
port_calls__20250101T000000Z__20250102T000000Z.json,29,3192171,FIHEL,20
port_calls__20250101T000000Z__20250102T000000Z.json,30,3192302,FIHKO,40
port_calls__20250101T000000Z__20250102T000000Z.json,31,3192459,FIHEL,20
port_calls__20250101T000000Z__20250102T000000Z.json,32,3192475,FIHEL,20
port_calls__20250101T000000Z__20250102T000000Z.json,33,3192549,FIKOK,60
port_calls__20250101T000000Z__20250102T000000Z.json,34,3192593,FIPOR,80
port_calls__20250101T000000Z__20250102T000000Z.json,35,3192883,FIOUL,70
port_calls__20250101T000000Z__20250102T000000Z.json,36,3192886,FISKV,82
port_calls__20250101T000000Z__20250102T000000Z.json,37,3192928,FIECK,20
port_calls__20250101T000000Z__20250102T000000Z.json,38,3192934,FIECK,20
port_calls__20250101T000000Z__20250102T000000Z.json,39,3193067,FIPOR,70
port_calls__20250101T000000Z__20250102T000000Z.json,40,3193177,FIUKI,70
port_calls__20250101T000000Z__20250102T000000Z.json,41,3193263,FITOR,70
port_calls__20250101T000000Z__20250102T000000Z.json,42,3193382,FITKU,70
port_calls__20250101T000000Z__20250102T000000Z.json,43,3193478,FITOR,60
port_calls__20250101T000000Z__20250102T000000Z.json,44,3193718,FISKV,80
port_calls__20250101T000000Z__20250102T000000Z.json,45,3194581,FIKTK,70
port_calls__20250101T000000Z__20250102T000000Z.json,46,3194582,FIVAA,60
port_calls__20250101T000000Z__20250102T000000Z.json,47,3194676,FIVAA,20
port_calls__20250101T000000Z__20250102T000000Z.json,48,3194685,FIKTK,70
port_calls__20250101T000000Z__20250102T000000Z.json,49,3194706,FIPOR,70
port_calls__20250101T000000Z__20250102T000000Z.json,50,3194791,FINLI,70
port_calls__20250101T000000Z__20250102T000000Z.json,51,3195029,FIANK,70
port_calls__20250101T000000Z__20250102T000000Z.json,52,3195030,FIVEI,90
port_calls__20250101T000000Z__20250102T000000Z.json,53,3195031,FIVEI,90
port_calls__20250101T000000Z__20250102T000000Z.json,54,3195033,FIVEI,10
port_calls__20250101T000000Z__20250102T000000Z.json,55,3195050,FISKV,80
port_calls__20250101T000000Z__20250102T000000Z.json,56,3195064,FIKTQ,70
port_calls__20250101T000000Z__20250102T000000Z.json,57,3195104,FIKAS,91
port_calls__20250101T000000Z__20250102T000000Z.json,58,3195146,FIANK,83
port_calls__20250102T000000Z__20250103T000000Z.json,1,3182478,FIHKO,40
port_calls__20250102T000000Z__20250103T000000Z.json,2,3184207,FIHEL,20
port_calls__20250102T000000Z__20250103T000000Z.json,3,3184304,FIRAU,10
port_calls__20250102T000000Z__20250103T000000Z.json,4,3185089,FILAN,20
port_calls__20250102T000000Z__20250103T000000Z.json,5,3185123,FINLI,20
port_calls__20250102T000000Z__20250103T000000Z.json,6,3185155,FILAN,20
port_calls__20250102T000000Z__20250103T000000Z.json,7,3187907,FILAN,20
port_calls__20250102T000000Z__20250103T000000Z.json,8,3187913,FILAN,20
port_calls__20250102T000000Z__20250103T000000Z.json,9,3187956,FIMHQ,20
port_calls__20250102T000000Z__20250103T000000Z.json,10,3187963,FITKU,20
port_calls__20250102T000000Z__20250103T000000Z.json,11,3187969,FILAN,20
port_calls__20250102T000000Z__20250103T000000Z.json,12,3188212,FIMHQ,20
port_calls__20250102T000000Z__20250103T000000Z.json,13,3188224,FIMHQ,20
port_calls__20250102T000000Z__20250103T000000Z.json,14,3188231,FIMHQ,20
port_calls__20250102T000000Z__20250103T000000Z.json,15,3188242,FIMHQ,10
port_calls__20250102T000000Z__20250103T000000Z.json,16,3188248,FIMHQ,20
port_calls__20250102T000000Z__20250103T000000Z.json,17,3188768,FIHEL,50
port_calls__20250102T000000Z__20250103T000000Z.json,18,3189403,FIHEL,20
port_calls__20250102T000000Z__20250103T000000Z.json,19,3189441,FIHEL,20
port_calls__20250102T000000Z__20250103T000000Z.json,20,3189468,FIHEL,20
port_calls__20250102T000000Z__20250103T000000Z.json,21,3190567,FIRAU,50
port_calls__20250102T000000Z__20250103T000000Z.json,22,3190771,FITKU,20
port_calls__20250102T000000Z__20250103T000000Z.json,23,3190922,FITKU,20
port_calls__20250102T000000Z__20250103T000000Z.json,24,3192065,FIHEL,20
port_calls__20250102T000000Z__20250103T000000Z.json,25,3192087,FIHEL,20
port_calls__20250102T000000Z__20250103T000000Z.json,26,3192089,FIHEL,20
port_calls__20250102T000000Z__20250103T000000Z.json,27,3192095,FIHEL,20
port_calls__20250102T000000Z__20250103T000000Z.json,28,3192106,FIHEL,20
port_calls__20250102T000000Z__20250103T000000Z.json,29,3192113,FIHEL,20
port_calls__20250102T000000Z__20250103T000000Z.json,30,3192116,FIHEL,20
port_calls__20250102T000000Z__20250103T000000Z.json,31,3192176,FIMHQ,20
port_calls__20250102T000000Z__20250103T000000Z.json,32,3192177,FIHEL,20
port_calls__20250102T000000Z__20250103T000000Z.json,33,3192199,FIMHQ,20
port_calls__20250102T000000Z__20250103T000000Z.json,34,3192296,FIKTK,40
port_calls__20250102T000000Z__20250103T000000Z.json,35,3192461,FIHEL,20
port_calls__20250102T000000Z__20250103T000000Z.json,36,3192476,FIHEL,20
port_calls__20250102T000000Z__20250103T000000Z.json,37,3192747,FISKV,81
port_calls__20250102T000000Z__20250103T000000Z.json,38,3192797,FIHKO,40
port_calls__20250102T000000Z__20250103T000000Z.json,39,3192923,FIECK,20
port_calls__20250102T000000Z__20250103T000000Z.json,40,3192929,FIECK,20
port_calls__20250102T000000Z__20250103T000000Z.json,41,3192935,FIECK,20
port_calls__20250102T000000Z__20250103T000000Z.json,42,3193077,FIHKO,40
port_calls__20250102T000000Z__20250103T000000Z.json,43,3193116,FISKV,80
port_calls__20250102T000000Z__20250103T000000Z.json,44,3193130,FIINK,70
port_calls__20250102T000000Z__20250103T000000Z.json,45,3193190,FIKTK,70
port_calls__20250102T000000Z__20250103T000000Z.json,46,3193352,FIRAU,80
port_calls__20250102T000000Z__20250103T000000Z.json,47,3194619,FINLI,40
port_calls__20250102T000000Z__20250103T000000Z.json,48,3194710,FIVAA,20
port_calls__20250102T000000Z__20250103T000000Z.json,49,3194740,FISKV,81
port_calls__20250102T000000Z__20250103T000000Z.json,50,3194792,FIOUL,40
port_calls__20250102T000000Z__20250103T000000Z.json,51,3194825,FIUKI,70
port_calls__20250102T000000Z__20250103T000000Z.json,52,3194915,FIRAU,40
port_calls__20250102T000000Z__20250103T000000Z.json,53,3194956,FIKTK,70
port_calls__20250102T000000Z__20250103T000000Z.json,54,3194959,FIRAU,40
port_calls__20250102T000000Z__20250103T000000Z.json,55,3195094,FIRAA,94
port_calls__20250102T000000Z__20250103T000000Z.json,56,3195095,FIRAA,95
port_calls__20250102T000000Z__20250103T000000Z.json,57,3195117,FIVEI,10
port_calls__20250102T000000Z__20250103T000000Z.json,58,3195144,FISVL,70
port_calls__20250102T000000Z__20250103T000000Z.json,59,3195145,FIHEL,82
port_calls__20250102T000000Z__20250103T000000Z.json,60,3195168,FIVEI,90
port_calls__20250102T000000Z__20250103T000000Z.json,61,3195169,FIVEI,90
port_calls__20250102T000000Z__20250103T000000Z.json,62,3195182,FIMHQ,20
port_calls__20250102T000000Z__20250103T000000Z.json,63,3195247,FISKV,81
port_calls__20250102T000000Z__20250103T000000Z.json,64,3195258,FIMHQ,20
port_calls__20250103T000000Z__20250104T000000Z.json,1,3184194,FIHEL,20
port_calls__20250103T000000Z__20250104T000000Z.json,2,3184212,FIHEL,40
port_calls__20250103T000000Z__20250104T000000Z.json,3,3185062,FINLI,20
port_calls__20250103T000000Z__20250104T000000Z.json,4,3185098,FILAN,20
port_calls__20250103T000000Z__20250104T000000Z.json,5,3185108,FILAN,20
port_calls__20250103T000000Z__20250104T000000Z.json,6,3187908,FILAN,20
port_calls__20250103T000000Z__20250104T000000Z.json,7,3187914,FILAN,20
port_calls__20250103T000000Z__20250104T000000Z.json,8,3187955,FITKU,20
port_calls__20250103T000000Z__20250104T000000Z.json,9,3187957,FILAN,20
port_calls__20250103T000000Z__20250104T000000Z.json,10,3187958,FIMHQ,20
port_calls__20250103T000000Z__20250104T000000Z.json,11,3188218,FIMHQ,20
port_calls__20250103T000000Z__20250104T000000Z.json,12,3188225,FIMHQ,20
port_calls__20250103T000000Z__20250104T000000Z.json,13,3188232,FIMHQ,20
port_calls__20250103T000000Z__20250104T000000Z.json,14,3188243,FIMHQ,10
port_calls__20250103T000000Z__20250104T000000Z.json,15,3188252,FIMHQ,20
port_calls__20250103T000000Z__20250104T000000Z.json,16,3189404,FIHEL,20
port_calls__20250103T000000Z__20250104T000000Z.json,17,3189442,FIHEL,20
port_calls__20250103T000000Z__20250104T000000Z.json,18,3189469,FIHEL,20
port_calls__20250103T000000Z__20250104T000000Z.json,19,3190772,FITKU,20
port_calls__20250103T000000Z__20250104T000000Z.json,20,3190923,FITKU,20
port_calls__20250103T000000Z__20250104T000000Z.json,21,3192068,FIMHQ,20
port_calls__20250103T000000Z__20250104T000000Z.json,22,3192073,FIHEL,20
port_calls__20250103T000000Z__20250104T000000Z.json,23,3192077,FIHEL,20
port_calls__20250103T000000Z__20250104T000000Z.json,24,3192078,FIMHQ,20
port_calls__20250103T000000Z__20250104T000000Z.json,25,3192119,FIHEL,20
port_calls__20250103T000000Z__20250104T000000Z.json,26,3192137,FIHEL,20
port_calls__20250103T000000Z__20250104T000000Z.json,27,3192139,FIHEL,20
port_calls__20250103T000000Z__20250104T000000Z.json,28,3192144,FIHEL,20
port_calls__20250103T000000Z__20250104T000000Z.json,29,3192178,FIHEL,20
port_calls__20250103T000000Z__20250104T000000Z.json,30,3192186,FIHEL,20
port_calls__20250103T000000Z__20250104T000000Z.json,31,3192303,FIRAU,40
port_calls__20250103T000000Z__20250104T000000Z.json,32,3192412,FIPOR,80
port_calls__20250103T000000Z__20250104T000000Z.json,33,3192487,FIHEL,20
port_calls__20250103T000000Z__20250104T000000Z.json,34,3192490,FIHEL,20
port_calls__20250103T000000Z__20250104T000000Z.json,35,3192493,FIHEL,20
port_calls__20250103T000000Z__20250104T000000Z.json,36,3192771,FIRAU,50
port_calls__20250103T000000Z__20250104T000000Z.json,37,3192798,FIHEL,50
port_calls__20250103T000000Z__20250104T000000Z.json,38,3192924,FIECK,20
port_calls__20250103T000000Z__20250104T000000Z.json,39,3192930,FIECK,20
port_calls__20250103T000000Z__20250104T000000Z.json,40,3192936,FIECK,20
port_calls__20250103T000000Z__20250104T000000Z.json,41,3193207,FIHEL,50
port_calls__20250103T000000Z__20250104T000000Z.json,42,3193208,FIKTK,50
port_calls__20250103T000000Z__20250104T000000Z.json,43,3194620,FINLI,40
port_calls__20250103T000000Z__20250104T000000Z.json,44,3194642,FILAN,40
port_calls__20250103T000000Z__20250104T000000Z.json,45,3194677,FIRAU,70
port_calls__20250103T000000Z__20250104T000000Z.json,46,3194704,FIPRS,70
port_calls__20250103T000000Z__20250104T000000Z.json,47,3194711,FIVAA,20
port_calls__20250103T000000Z__20250104T000000Z.json,48,3194712,FIVAA,20
port_calls__20250103T000000Z__20250104T000000Z.json,49,3194720,FIKTK,50
port_calls__20250103T000000Z__20250104T000000Z.json,50,3194722,FIKOK,95
port_calls__20250103T000000Z__20250104T000000Z.json,51,3194763,FIPOR,83
port_calls__20250103T000000Z__20250104T000000Z.json,52,3194839,FIKAS,70
port_calls__20250103T000000Z__20250104T000000Z.json,53,3194848,FIUKI,70
port_calls__20250103T000000Z__20250104T000000Z.json,54,3194955,FIKTK,70
port_calls__20250103T000000Z__20250104T000000Z.json,55,3194985,FIPRS,70
port_calls__20250103T000000Z__20250104T000000Z.json,56,3195032,FIKOK,70
port_calls__20250103T000000Z__20250104T000000Z.json,57,3195115,FIKTK,70
port_calls__20250103T000000Z__20250104T000000Z.json,58,3195136,FIKOK,70
port_calls__20250103T000000Z__20250104T000000Z.json,59,3195195,FIPRS,40
port_calls__20250103T000000Z__20250104T000000Z.json,60,3195214,FIKOK,70
port_calls__20250103T000000Z__20250104T000000Z.json,61,3195311,FIKOK,94
port_calls__20250103T000000Z__20250104T000000Z.json,62,3195330,FIRAU,93
port_calls__20250103T000000Z__20250104T000000Z.json,63,3195331,FIKTK,50
port_calls__20250103T000000Z__20250104T000000Z.json,64,3195340,FIVEI,10
port_calls__20250103T000000Z__20250104T000000Z.json,65,3195356,FINLI,70
port_calls__20250103T000000Z__20250104T000000Z.json,66,3195634,FIRAU,91
port_calls__20250103T000000Z__20250104T000000Z.json,67,3195948,FILPP,70
port_calls__20250103T000000Z__20250104T000000Z.json,68,3195953,FITKU,99
port_calls__20250103T000000Z__20250104T000000Z.json,69,3195955,FIVEI,90
port_calls__20250103T000000Z__20250104T000000Z.json,70,3195960,FIVEI,90
port_calls__20250103T000000Z__20250104T000000Z.json,71,3196115,FIANK,70
port_calls__20250103T000000Z__20250104T000000Z.json,72,3196169,FIANK,80
port_calls__20250103T000000Z__20250104T000000Z.json,73,3196247,FIPOR,91
port_calls__20250104T000000Z__20250105T000000Z.json,1,3180290,FIHEL,20
port_calls__20250104T000000Z__20250105T000000Z.json,2,3184208,FIHEL,20
port_calls__20250104T000000Z__20250105T000000Z.json,3,3185027,FILAN,20
port_calls__20250104T000000Z__20250105T000000Z.json,4,3185166,FINLI,20
port_calls__20250104T000000Z__20250105T000000Z.json,5,3185213,FILAN,20
port_calls__20250104T000000Z__20250105T000000Z.json,6,3187909,FILAN,20
port_calls__20250104T000000Z__20250105T000000Z.json,7,3187915,FILAN,20
port_calls__20250104T000000Z__20250105T000000Z.json,8,3187952,FIMHQ,20
port_calls__20250104T000000Z__20250105T000000Z.json,9,3187964,FITKU,20
port_calls__20250104T000000Z__20250105T000000Z.json,10,3187966,FILAN,20
port_calls__20250104T000000Z__20250105T000000Z.json,11,3188213,FIMHQ,20
port_calls__20250104T000000Z__20250105T000000Z.json,12,3188226,FIMHQ,20
port_calls__20250104T000000Z__20250105T000000Z.json,13,3188233,FIMHQ,20
port_calls__20250104T000000Z__20250105T000000Z.json,14,3188244,FIMHQ,10
port_calls__20250104T000000Z__20250105T000000Z.json,15,3188249,FIMHQ,20
port_calls__20250104T000000Z__20250105T000000Z.json,16,3189405,FIHEL,20
port_calls__20250104T000000Z__20250105T000000Z.json,17,3189433,FIHEL,20
port_calls__20250104T000000Z__20250105T000000Z.json,18,3189443,FIHEL,20
port_calls__20250104T000000Z__20250105T000000Z.json,19,3190566,FIKTK,50
port_calls__20250104T000000Z__20250105T000000Z.json,20,3190773,FITKU,20
port_calls__20250104T000000Z__20250105T000000Z.json,21,3190924,FITKU,20
port_calls__20250104T000000Z__20250105T000000Z.json,22,3192062,FIHEL,20
port_calls__20250104T000000Z__20250105T000000Z.json,23,3192067,FIHEL,20
port_calls__20250104T000000Z__20250105T000000Z.json,24,3192069,FIHEL,20
port_calls__20250104T000000Z__20250105T000000Z.json,25,3192074,FIHEL,20
port_calls__20250104T000000Z__20250105T000000Z.json,26,3192076,FIHEL,20
port_calls__20250104T000000Z__20250105T000000Z.json,27,3192094,FIHEL,20
port_calls__20250104T000000Z__20250105T000000Z.json,28,3192147,FIHEL,20
port_calls__20250104T000000Z__20250105T000000Z.json,29,3192169,FIHEL,20
port_calls__20250104T000000Z__20250105T000000Z.json,30,3192174,FIMHQ,20
port_calls__20250104T000000Z__20250105T000000Z.json,31,3192197,FIMHQ,20
port_calls__20250104T000000Z__20250105T000000Z.json,32,3192462,FIHEL,20
port_calls__20250104T000000Z__20250105T000000Z.json,33,3192477,FIHEL,20
port_calls__20250104T000000Z__20250105T000000Z.json,34,3192925,FIECK,20
port_calls__20250104T000000Z__20250105T000000Z.json,35,3192931,FIECK,20
port_calls__20250104T000000Z__20250105T000000Z.json,36,3192937,FIECK,20
port_calls__20250104T000000Z__20250105T000000Z.json,37,3193076,FIHKO,40
port_calls__20250104T000000Z__20250105T000000Z.json,38,3193193,FIKTK,70
port_calls__20250104T000000Z__20250105T000000Z.json,39,3193506,FIRAA,70
port_calls__20250104T000000Z__20250105T000000Z.json,40,3193740,FIHKO,40
port_calls__20250104T000000Z__20250105T000000Z.json,41,3194643,FILAN,40
port_calls__20250104T000000Z__20250105T000000Z.json,42,3194679,FIINK,70
port_calls__20250104T000000Z__20250105T000000Z.json,43,3194705,FIKEM,80
port_calls__20250104T000000Z__20250105T000000Z.json,44,3194713,FIVAA,20
port_calls__20250104T000000Z__20250105T000000Z.json,45,3194882,FIINK,70
port_calls__20250104T000000Z__20250105T000000Z.json,46,3194957,FIKTK,70
port_calls__20250104T000000Z__20250105T000000Z.json,47,3194984,FIOUL,80
port_calls__20250104T000000Z__20250105T000000Z.json,48,3195013,FIPOR,80
port_calls__20250104T000000Z__20250105T000000Z.json,49,3195057,FIKTK,70
port_calls__20250104T000000Z__20250105T000000Z.json,50,3195154,FIRAA,95
port_calls__20250104T000000Z__20250105T000000Z.json,51,3195155,FIRAA,94
port_calls__20250104T000000Z__20250105T000000Z.json,52,3195221,FIKTK,83
port_calls__20250104T000000Z__20250105T000000Z.json,53,3195239,FISKV,80
port_calls__20250104T000000Z__20250105T000000Z.json,54,3195259,FIMHQ,20
port_calls__20250104T000000Z__20250105T000000Z.json,55,3195268,FIMHQ,20
port_calls__20250104T000000Z__20250105T000000Z.json,56,3195322,FISKV,80
port_calls__20250104T000000Z__20250105T000000Z.json,57,3195939,FIRAA,70
port_calls__20250104T000000Z__20250105T000000Z.json,58,3196008,FIVRK,70
port_calls__20250104T000000Z__20250105T000000Z.json,59,3196174,FIVEI,10
port_calls__20250104T000000Z__20250105T000000Z.json,60,3196231,FIVEI,90
port_calls__20250104T000000Z__20250105T000000Z.json,61,3196232,FIVEI,90
port_calls__20250105T000000Z__20250106T000000Z.json,1,3172633,FIHKO,40
port_calls__20250105T000000Z__20250106T000000Z.json,2,3180120,FIHEL,20
port_calls__20250105T000000Z__20250106T000000Z.json,3,3183091,FIHEL,10
port_calls__20250105T000000Z__20250106T000000Z.json,4,3184195,FIHEL,20
port_calls__20250105T000000Z__20250106T000000Z.json,5,3185053,FINLI,20
port_calls__20250105T000000Z__20250106T000000Z.json,6,3185060,FILAN,20
port_calls__20250105T000000Z__20250106T000000Z.json,7,3185127,FILAN,20
port_calls__20250105T000000Z__20250106T000000Z.json,8,3187910,FILAN,20
port_calls__20250105T000000Z__20250106T000000Z.json,9,3187916,FILAN,20
port_calls__20250105T000000Z__20250106T000000Z.json,10,3187965,FILAN,20
port_calls__20250105T000000Z__20250106T000000Z.json,11,3187967,FIMHQ,20
port_calls__20250105T000000Z__20250106T000000Z.json,12,3187970,FITKU,20
port_calls__20250105T000000Z__20250106T000000Z.json,13,3188219,FIMHQ,20
port_calls__20250105T000000Z__20250106T000000Z.json,14,3188227,FIMHQ,20
port_calls__20250105T000000Z__20250106T000000Z.json,15,3188234,FIMHQ,20
port_calls__20250105T000000Z__20250106T000000Z.json,16,3188245,FIMHQ,10
port_calls__20250105T000000Z__20250106T000000Z.json,17,3188253,FIMHQ,20
port_calls__20250105T000000Z__20250106T000000Z.json,18,3189406,FIHEL,20
port_calls__20250105T000000Z__20250106T000000Z.json,19,3189470,FIHEL,20
port_calls__20250105T000000Z__20250106T000000Z.json,20,3190774,FITKU,20
port_calls__20250105T000000Z__20250106T000000Z.json,21,3190925,FITKU,20
port_calls__20250105T000000Z__20250106T000000Z.json,22,3191367,FIKTK,60
port_calls__20250105T000000Z__20250106T000000Z.json,23,3192061,FIMHQ,20
port_calls__20250105T000000Z__20250106T000000Z.json,24,3192082,FIHEL,20
port_calls__20250105T000000Z__20250106T000000Z.json,25,3192083,FIHEL,20
port_calls__20250105T000000Z__20250106T000000Z.json,26,3192101,FIHEL,20
port_calls__20250105T000000Z__20250106T000000Z.json,27,3192104,FIHEL,20
port_calls__20250105T000000Z__20250106T000000Z.json,28,3192109,FIMHQ,20
port_calls__20250105T000000Z__20250106T000000Z.json,29,3192140,FIHEL,20
port_calls__20250105T000000Z__20250106T000000Z.json,30,3192142,FIHEL,20
port_calls__20250105T000000Z__20250106T000000Z.json,31,3192180,FIHEL,20
port_calls__20250105T000000Z__20250106T000000Z.json,32,3192187,FIHEL,20
port_calls__20250105T000000Z__20250106T000000Z.json,33,3192463,FIHEL,20
port_calls__20250105T000000Z__20250106T000000Z.json,34,3192496,FIHEL,20
port_calls__20250105T000000Z__20250106T000000Z.json,35,3192498,FIHEL,20
port_calls__20250105T000000Z__20250106T000000Z.json,36,3192926,FIECK,20
port_calls__20250105T000000Z__20250106T000000Z.json,37,3192932,FIECK,20
port_calls__20250105T000000Z__20250106T000000Z.json,38,3192938,FIECK,20
port_calls__20250105T000000Z__20250106T000000Z.json,39,3193353,FIPOR,80
port_calls__20250105T000000Z__20250106T000000Z.json,40,3193538,FIKTK,50
port_calls__20250105T000000Z__20250106T000000Z.json,41,3193565,FIKEM,83
port_calls__20250105T000000Z__20250106T000000Z.json,42,3193746,FIHKO,40
port_calls__20250105T000000Z__20250106T000000Z.json,43,3194580,FIHKO,40
port_calls__20250105T000000Z__20250106T000000Z.json,44,3194707,FISKV,81
port_calls__20250105T000000Z__20250106T000000Z.json,45,3194714,FIVAA,20
port_calls__20250105T000000Z__20250106T000000Z.json,46,3194721,FIKAS,70
port_calls__20250105T000000Z__20250106T000000Z.json,47,3194838,FIUKI,70
port_calls__20250105T000000Z__20250106T000000Z.json,48,3194976,FIKTK,40
port_calls__20250105T000000Z__20250106T000000Z.json,49,3195116,FIPOR,60
port_calls__20250105T000000Z__20250106T000000Z.json,50,3195180,FIRAU,70
port_calls__20250105T000000Z__20250106T000000Z.json,51,3195187,FIHKO,44
port_calls__20250105T000000Z__20250106T000000Z.json,52,3195213,FIKOK,60
port_calls__20250105T000000Z__20250106T000000Z.json,53,3195220,FIRAU,70
port_calls__20250105T000000Z__20250106T000000Z.json,54,3195222,FIKTK,70
port_calls__20250105T000000Z__20250106T000000Z.json,55,3195240,FISKV,80
port_calls__20250105T000000Z__20250106T000000Z.json,56,3195983,FIKTK,70
port_calls__20250105T000000Z__20250106T000000Z.json,57,3196104,FIANK,70
port_calls__20250105T000000Z__20250106T000000Z.json,58,3196116,FIPOR,80
port_calls__20250105T000000Z__20250106T000000Z.json,59,3196227,FIKTK,60
port_calls__20250105T000000Z__20250106T000000Z.json,60,3196574,FIIMA,70
port_calls__20250105T000000Z__20250106T000000Z.json,61,3196805,FIKTK,99
port_calls__20250106T000000Z__20250107T000000Z.json,1,3182479,FIHKO,40
port_calls__20250106T000000Z__20250107T000000Z.json,2,3184209,FIHEL,20
port_calls__20250106T000000Z__20250107T000000Z.json,3,3184211,FIHEL,40
port_calls__20250106T000000Z__20250107T000000Z.json,4,3185070,FILAN,20
port_calls__20250106T000000Z__20250107T000000Z.json,5,3185184,FILAN,20
port_calls__20250106T000000Z__20250107T000000Z.json,6,3185248,FINLI,20
port_calls__20250106T000000Z__20250107T000000Z.json,7,3187917,FILAN,20
port_calls__20250106T000000Z__20250107T000000Z.json,8,3188214,FIMHQ,20
port_calls__20250106T000000Z__20250107T000000Z.json,9,3188228,FIMHQ,20
port_calls__20250106T000000Z__20250107T000000Z.json,10,3188235,FIMHQ,20
port_calls__20250106T000000Z__20250107T000000Z.json,11,3188246,FIMHQ,10
port_calls__20250106T000000Z__20250107T000000Z.json,12,3188250,FIMHQ,20
port_calls__20250106T000000Z__20250107T000000Z.json,13,3188881,FILAN,20
port_calls__20250106T000000Z__20250107T000000Z.json,14,3189132,FIHEL,20
port_calls__20250106T000000Z__20250107T000000Z.json,15,3189407,FIHEL,20
port_calls__20250106T000000Z__20250107T000000Z.json,16,3189471,FIHEL,20
port_calls__20250106T000000Z__20250107T000000Z.json,17,3190775,FITKU,20
port_calls__20250106T000000Z__20250107T000000Z.json,18,3190926,FITKU,20
port_calls__20250106T000000Z__20250107T000000Z.json,19,3191857,FIKNT,91
port_calls__20250106T000000Z__20250107T000000Z.json,20,3192131,FIHEL,20
port_calls__20250106T000000Z__20250107T000000Z.json,21,3192193,FIMHQ,20
port_calls__20250106T000000Z__20250107T000000Z.json,22,3192464,FIHEL,20
port_calls__20250106T000000Z__20250107T000000Z.json,23,3192478,FIHEL,20
port_calls__20250106T000000Z__20250107T000000Z.json,24,3192735,FIKNT,93
port_calls__20250106T000000Z__20250107T000000Z.json,25,3192927,FIECK,20
port_calls__20250106T000000Z__20250107T000000Z.json,26,3192933,FIECK,20
port_calls__20250106T000000Z__20250107T000000Z.json,27,3193006,FIECK,20
port_calls__20250106T000000Z__20250107T000000Z.json,28,3193529,FIHEL,50
port_calls__20250106T000000Z__20250107T000000Z.json,29,3193603,FIHEL,20
port_calls__20250106T000000Z__20250107T000000Z.json,30,3193604,FIHEL,20
port_calls__20250106T000000Z__20250107T000000Z.json,31,3193608,FIHEL,20
port_calls__20250106T000000Z__20250107T000000Z.json,32,3193609,FIHEL,20
port_calls__20250106T000000Z__20250107T000000Z.json,33,3193613,FIHEL,20
port_calls__20250106T000000Z__20250107T000000Z.json,34,3193623,FIHEL,20
port_calls__20250106T000000Z__20250107T000000Z.json,35,3193669,FIHEL,20
port_calls__20250106T000000Z__20250107T000000Z.json,36,3193675,FIMHQ,20
port_calls__20250106T000000Z__20250107T000000Z.json,37,3193742,FIKTK,40
port_calls__20250106T000000Z__20250107T000000Z.json,38,3193744,FIHKO,40
port_calls__20250106T000000Z__20250107T000000Z.json,39,3193747,FIHKO,40
port_calls__20250106T000000Z__20250107T000000Z.json,40,3193895,FILAN,20
port_calls__20250106T000000Z__20250107T000000Z.json,41,3193985,FITKU,20
port_calls__20250106T000000Z__20250107T000000Z.json,42,3194132,FIMHQ,20
